Event,Year,Overall Position,Rider,Race Style,Cap,Gender,Result,Nationality,Bike,Finish Time,Finish Time - Minutes,Notes
Badlands 2020,2020,9,Manuel Villalobos,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 8h 55m,4855,3d 8h 55m
Badlands 2020,2020,10,Raúl Peralta,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 8h 59m,4859,3d 8h 59m
Bohemia Divide 2020,2020,11,Michal Žižka,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 9h 1m,4861,3d 9h 1m
Two Volcano Sprint 2020,2020,18,Raphael Albrecht,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 9h 9m,4869,3d 9h 9m
Bohemia Divide 2020,2020,12,Marcell Gangel,SOLO,,MEN,FINISHED,Hungary,TRADITIONAL_GEARED,3d 9h 24m,4884,3d 9h 24m
Dales Divide 2020,2020,25,Johnny West,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 9h 30m,4890,3d 9h 30m
Bohemia Divide 2020,2020,13,Michael Kazimiers,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 9h 33m,4893,3d 9h 33m
Race around the Netherlands 2020,2020,1,Daan Marsmans,SOLO,,MEN,FINISHED,NETHERLANDS,,3d 9h 34m,4894,3d 9h 34m
Two Volcano Sprint 2020,2020,19,Peter Batt,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,3d 9h 35m,4895,3d 9h 35m
Badlands 2020,2020,11,Marcus Nicolson,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,3d 9h 47m,4907,3d 9h 47m
Badlands 2020,2020,3,Mauricio Aguilar,PAIR,,MEN,FINISHED,Mexico,TRADITIONAL_GEARED,3d 10h 0m,4920,3d 10h 0m
Bohemia Divide 2020,2020,14,Pavel Štastný,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 10h 11m,4931,3d 10h 11m
Bohemia Divide 2020,2020,14,Matěj Karásek,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 10h 11m,4931,3d 10h 11m
Bohemia Divide 2020,2020,16,Michal Vála,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 10h 16m,4936,3d 10h 16m
Bohemia Divide 2020,2020,16,Jiří Baloušek,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,3d 10h 16m,4936,3d 10h 16m
Badlands 2020,2020,12,Daan van Meeuwen,SOLO,,MEN,FINISHED,Netherlands,TRADITIONAL_GEARED,3d 10h 21m,4941,3d 10h 21m
Bohemia Divide 2020,2020,18,Josef Vebr,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,3d 10h 37m,4957,3d 10h 37m
Bohemia Divide 2020,2020,19,Ladislav Rieger,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,3d 10h 45m,4965,3d 10h 45m
Badlands 2020,2020,3,Jason Paul,PAIR,,MEN,FINISHED,US,TRADITIONAL_GEARED,3d 10h 57m,4977,3d 10h 57m
Transpyrenees 2020,2020,8,Diego Martínez,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 11h 10m,4990,3d 11h 10m
Race Around Rwanda 2020,2020,1,Eric Nduwayo,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 11h 43m,5023,3d 11h 43m
Race Around Rwanda 2020,2020,1,Jean Ruberwa,PAIR,,MEN,FINISHED,Rwanda,TRADITIONAL_GEARED,3d 11h 43m,5023,3d 11h 43m
Dales Divide 2020,2020,26,Mark Lewis,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 11h 46m,5026,3d 11h 46m
Badlands 2020,2020,13,Andrew Walker,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,3d 11h 49m,5029,3d 11h 49m
Badlands 2020,2020,14,Josep Maria Cabanas,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 11h 59m,5039,3d 11h 59m
Transpyrenees 2020,2020,9,Victor Jovet,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,3d 12h 0m,5040,3d 12h 0m
Two Volcano Sprint 2020,2020,20,Thomas Ceyrowsky,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 12h 10m,5050,3d 12h 10m
Bohemia Divide 2020,2020,20,Marek Mikuš,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,3d 12h 12m,5052,3d 12h 12m
Bohemia Divide 2020,2020,20,Miroslav Gebauer,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 12h 12m,5052,3d 12h 12m
Transpyrenees 2020,2020,10,Sergio Zancada,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 12h 48m,5088,3d 12h 48m
Race Around Rwanda 2020,2020,4,Christian Biehl,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,3d 13h 16m,5116,3d 13h 16m
Race Around Rwanda 2020,2020,2,Fazil Rukara,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 13h 33m,5133,3d 13h 33m
Race Around Rwanda 2020,2020,2,Innocent Niyireba,PAIR,,MEN,FINISHED,Rwanda,TRADITIONAL_GEARED,3d 13h 33m,5133,3d 13h 33m
Arizona Trail Race (300) 2020,2020,—,Lee Addis,SOLO,,MEN,FINISHED,,SINGLE_SPEED,3d 13h 42m,5142,ITT
Arizona Trail Race (300) 2020,2020,—,Tim Leighton,SOLO,,MEN,FINISHED,,SINGLE_SPEED,3d 14h 17m,5177,ITT
Badlands 2020,2020,15,Toni De La Torre,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 14h 18m,5178,3d 14h 18m
Badlands 2020,2020,16,Víctor Bouman,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 14h 19m,5179,3d 14h 19m
Badlands 2020,2020,17,Nils G. Kamminga,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 14h 20m,5180,3d 14h 20m
Transpyrenees 2020,2020,11,Jerome Massol,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,3d 14h 38m,5198,3d 14h 38m
Bohemia Divide 2020,2020,22,Tilo Arnhold,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 14h 43m,5203,3d 14h 43m
Badlands 2020,2020,18,Víctor Peña,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 15h 1m,5221,3d 15h 1m
Two Volcano Sprint 2020,2020,21,Niel Copeland,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,3d 15h 14m,5234,3d 15h 14m
Race Around Rwanda 2020,2020,5,Shawn Duffy,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 15h 44m,5264,3d 15h 44m
Badlands 2020,2020,4,José Cabello,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 16h 0m,5280,3d 16h 0m
Transpyrenees 2020,2020,12,Billy Ehrenberg-Shannon,SOLO,,MEN,FINISHED,Ireland,TRADITIONAL_GEARED,3d 16h 19m,5299,3d 16h 19m
Badlands 2020,2020,4,Iñaki García,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 16h 20m,5300,3d 16h 20m
Taunus Bikepacking 2020,2020,1,Olaf Flechtner,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 17h 28m,5368,3d 17h 28m
Transpyrenees 2020,2020,13,Eloi Miquel,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 17h 41m,5381,3d 17h 41m
Two Volcano Sprint 2020,2020,22,Nicky Shaw,SOLO,,WOMEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,3d 17h 42m,5382,3d 17h 42m
Race Around Rwanda 2020,2020,6,Jason Black,SOLO,,MEN,FINISHED,Ireland,TRADITIONAL_GEARED,3d 17h 56m,5396,3d 17h 56m
Badlands 2020,2020,19,Sònia Colomo,SOLO,,WOMEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 18h 13m,5413,3d 18h 13m
Two Volcano Sprint 2020,2020,23,Julien Gravaud,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,3d 19h 5m,5465,3d 19h 5m
Two Volcano Sprint 2020,2020,24,Markus Kroell,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 19h 12m,5472,3d 19h 12m
Race around the Netherlands 2020,2020,2,Bernd Paul,SOLO,,MEN,FINISHED,Germany,,3d 19h 25m,5485,3d 19h 25m
Transpyrenees 2020,2020,14,Marius Nees,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 19h 57m,5517,3d 19h 57m
Bohemia Divide 2020,2020,23,Jiří Neugebauer,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 20h 15m,5535,3d 20h 15m
Transpyrenees 2020,2020,15,Luis Barreiro,SOLO,,MEN,FINISHED,Portugal,TRADITIONAL_GEARED,3d 20h 39m,5559,3d 20h 39m
Race around the Netherlands 2020,2020,3,Jair Hoogland,SOLO,,MEN,FINISHED,Netherlands,,3d 20h 55m,5575,3d 20h 55m
Atlas Mountain Race 2020,2020,1,Sofiane Sehili,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,3d 21h 50m,5630,3d 21h 50m
Taunus Bikepacking 2020,2020,2,Ina de Visser,SOLO,,WOMEN,FINISHED,NETHERLANDS,TRADITIONAL_GEARED,3d 22h 17m,5657,3d 22h 17m
Transpyrenees 2020,2020,16,David Herranz,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,3d 22h 50m,5690,3d 22h 50m
Bohemia Divide 2020,2020,24,Jitka Brunnerová,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,3d 23h 14m,5714,3d 23h 14m
Taunus Bikepacking 2020,2020,3,Stephan Wagner,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,3d 23h 17m,5717,3d 23h 17m
Three Peaks Bike Race 2020,2020,1,Ulrich Bartholmös,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 23h 23m,5723,3d 23h 23m
Taunus Bikepacking 2020,2020,4,Georg Heckens,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,3d 23h 34m,5734,3d 23h 34m
Badlands 2020,2020,20,Leo Andrione,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,3d 23h 59m,5759,3d 23h 59m
Dales Divide 2020,2020,27,Richard Naylar,PAIR,,MEN,FINISHED,United Kingdom,,4d 0h 0m,5760,4d 0h 0m
Dales Divide 2020,2020,28,Shona Oldfield,PAIR,,WOMEN,FINISHED,United Kingdom,,4d 0h 0m,5760,4d 0h 0m
Atlas Mountain Race 2020,2020,2,James Hayden,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,4d 0h 9m,5769,4d 0h 9m
Race Around Rwanda 2020,2020,7,Tom Van Hout,SOLO,,MEN,FINISHED,Belgium,TRADITIONAL_GEARED,4d 0h 20m,5780,4d 0h 20m
Transpyrenees 2020,2020,1,Javi Gamallo,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 0h 28m,5788,4d 0h 28m
Transpyrenees 2020,2020,1,Miquel Jorda,PAIR,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 0h 28m,5788,4d 0h 28m
Transpyrenees 2020,2020,17,Jesús Blázquez,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 0h 36m,5796,4d 0h 36m
Taunus Bikepacking 2020,2020,5,Jan Herrmann,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,4d 0h 40m,5800,4d 0h 40m
Bohemia Divide 2020,2020,25,Zdeněk Sedláček,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 0h 41m,5801,4d 0h 41m
Bohemia Divide 2020,2020,26,Milan Bílý,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 1h 27m,5847,4d 1h 27m
Badlands 2020,2020,21,Mel Richards,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 2h 38m,5918,4d 2h 38m
Race around the Netherlands 2020,2020,4,Bas Vlaskamp,SOLO,,MEN,FINISHED,NETHERLANDS,,4d 2h 58m,5938,4d 2h 58m
Bohemia Divide 2020,2020,27,Viktor Slavík,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 3h 0m,5940,4d 3h 0m
Race around the Netherlands 2020,2020,5,Flip Patijn,SOLO,,MEN,FINISHED,Netherlands,,4d 3h 3m,5943,4d 3h 3m
Bohemia Divide 2020,2020,28,Daniel Chroust,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 3h 9m,5949,4d 3h 9m
Race around the Netherlands 2020,2020,6,Bart Verheijen,SOLO,,MEN,FINISHED,NETHERLANDS,,4d 3h 20m,5960,4d 3h 20m
Iditarod Trail Invitational (350) 2020,2020,1,Kurt Refsnider,SOLO,,MEN,FINISHED,USA,,4d 3h 25m,5965,Men’s Bike Champion
Arizona Trail Race (300) 2020,2020,—,Bret Parke,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 3h 34m,5974,ITT
Bohemia Divide 2020,2020,29,Marek Liška,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 3h 34m,5974,4d 3h 34m
Taunus Bikepacking 2020,2020,6,Moritz Albrecht,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,4d 3h 35m,5975,4d 3h 35m
Bohemia Divide 2020,2020,30,Martin Forejt,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 3h 50m,5990,4d 3h 50m
Iditarod Trail Invitational (350) 2020,2020,2,Clinton Hodges III,SOLO,,MEN,FINISHED,USA,,4d 4h 2m,6002,
Atlas Mountain Race 2020,2020,3,Jay Petervary,SOLO,,MEN,FINISHED,USA,TRADITIONAL_GEARED,4d 4h 21m,6021,4d 4h 21m
Iditarod Trail Invitational (350) 2020,2020,3,Tyson Flaherty,SOLO,,MEN,FINISHED,USA,,4d 4h 30m,6030,
Badlands 2020,2020,22,Osvaldo Navia,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 4h 48m,6048,4d 4h 48m
Badlands 2020,2020,23,Duncan Mellor,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 5h 38m,6098,4d 5h 38m
Atlas Mountain Race 2020,2020,4,Klaus Thiel,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 6h 0m,6120,4d 6h 0m
Transpyrenees 2020,2020,18,Alina Kilian,SOLO,,WOMEN,FINISHED,POLAND,TRADITIONAL_GEARED,4d 6h 1m,6121,4d 6h 1m
Taunus Bikepacking 2020,2020,7,Christian Biehl,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,4d 6h 26m,6146,4d 6h 26m
Two Volcano Sprint 2020,2020,26,Matthieu Lifschitz,SOLO,,MEN,FINISHED,FRANCE,TRADITIONAL_GEARED,4d 7h 6m,6186,4d 7h 6m
Bohemia Divide 2020,2020,31,Zdeněk Šnejdar,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 7h 8m,6188,4d 7h 8m
Badlands 2020,2020,24,Peter Force,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 7h 9m,6189,4d 7h 9m
Three Peaks Bike Race 2020,2020,2,Sofiane Sehili,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 7h 24m,6204,4d 7h 24m
Two Volcano Sprint 2020,2020,27,Frank Scholler,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 7h 30m,6210,4d 7h 30m
Two Volcano Sprint 2020,2020,28,Marina Sonzogni,SOLO,,WOMEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 7h 33m,6213,4d 7h 33m
Badlands 2020,2020,25,Juan Garamendi,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 7h 35m,6215,4d 7h 35m
Badlands 2020,2020,5,Tim Kremer,PAIR,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 8h 0m,6240,4d 8h 0m
Taunus Bikepacking 2020,2020,8,Wolfgang Dieterle,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,4d 8h 9m,6249,4d 8h 9m
Badlands 2020,2020,26,Pieter Bevernage,SOLO,,MEN,FINISHED,Belgium,TRADITIONAL_GEARED,4d 8h 18m,6258,4d 8h 18m
Badlands 2020,2020,5,Ralph Birke,PAIR,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 8h 20m,6260,4d 8h 20m
Race around the Netherlands 2020,2020,7,Alexander Schmitz,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 8h 31m,6271,4d 8h 31m
Badlands 2020,2020,27,Edwin Díaz,SOLO,,MEN,FINISHED,Ecuador,TRADITIONAL_GEARED,4d 8h 32m,6272,4d 8h 32m
Bohemia Divide 2020,2020,32,Robert Michal,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 9h 13m,6313,4d 9h 13m
Bohemia Divide 2020,2020,32,Kristian Fleischmann,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 9h 13m,6313,4d 9h 13m
Three Peaks Bike Race 2020,2020,3,Björn Lenhard,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 9h 27m,6327,4d 9h 27m
Race around the Netherlands 2020,2020,8,Billy Bob,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 30m,6330,4d 9h 30m
Atlas Mountain Race 2020,2020,5,Adrien Liechti,SOLO,,MEN,FINISHED,Switzerland,TRADITIONAL_GEARED,4d 9h 33m,6333,4d 9h 33m
Race Around Rwanda 2020,2020,3,Alex Percival,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 34m,6334,4d 9h 34m
Race Around Rwanda 2020,2020,3,Ina De Visser,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 34m,6334,4d 9h 34m
Race Around Rwanda 2020,2020,8,Dave Bell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 38m,6338,4d 9h 38m
Race around the Netherlands 2020,2020,9,Martijn Driedonks,SOLO,,MEN,FINISHED,Netherlands,,4d 10h 10m,6370,4d 10h 10m
Bohemia Divide 2020,2020,34,Michal Verner,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 10h 11m,6371,4d 10h 11m
Atlas Mountain Race 2020,2020,6,Manu Cattrysse,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 10h 23m,6383,4d 10h 23m
Badlands 2020,2020,28,Peter Gaskill,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 10h 29m,6389,4d 10h 29m
Bohemia Divide 2020,2020,35,Kateřina Holá,SOLO,,WOMEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 10h 32m,6392,4d 10h 32m
Badlands 2020,2020,29,Ignacio Costales,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 11h 6m,6426,4d 11h 6m
Race Around Rwanda 2020,2020,9,Pete Aylward,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 11h 13m,6433,4d 11h 13m
Race Around Rwanda 2020,2020,4,Chris Lewis,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 11h 19m,6439,4d 11h 19m
Race Around Rwanda 2020,2020,4,Hugh O’Gorman,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 11h 19m,6439,4d 11h 19m
Taunus Bikepacking 2020,2020,9,Max Stadler,SOLO,,MEN,FINISHED,GERMANY,TRADITIONAL_GEARED,4d 11h 20m,6440,4d 11h 20m
Two Volcano Sprint 2020,2020,29,Cédric Sion,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,4d 11h 25m,6445,4d 11h 25m
Race around the Netherlands 2020,2020,10,Meindert Commelin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 11h 32m,6452,4d 11h 32m
Two Volcano Sprint 2020,2020,30,Thomas Chateau,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,4d 11h 33m,6453,4d 11h 33m
Bohemia Divide 2020,2020,36,Karel Kašpar,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 11h 47m,6467,4d 11h 47m
Two Volcano Sprint 2020,2020,31,Kamil Prusinowski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 12h 4m,6484,4d 12h 4m
Taunus Bikepacking 2020,2020,10,Fabian Köhler,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 12h 6m,6486,4d 12h 6m
Bohemia Divide 2020,2020,37,David Legát,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 12h 12m,6492,4d 12h 12m
Race Around Rwanda 2020,2020,10,Gavin Scott,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 12h 14m,6494,4d 12h 14m
Two Volcano Sprint 2020,2020,32,Patrick Doupe,SOLO,,MEN,FINISHED,Australia,TRADITIONAL_GEARED,4d 12h 25m,6505,4d 12h 25m
Badlands 2020,2020,30,Jacobo Sánchez,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 12h 51m,6531,4d 12h 51m
Two Volcano Sprint 2020,2020,33,Luigi Valiante,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 12h 51m,6531,4d 12h 51m
Bohemia Divide 2020,2020,38,Jan Šáfr,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 12h 53m,6533,4d 12h 53m
Bohemia Divide 2020,2020,38,Pavel Bucháček,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 12h 53m,6533,4d 12h 53m
Two Volcano Sprint 2020,2020,34,Pamela Cepparulo,SOLO,,WOMEN,FINISHED,Italy,TRADITIONAL_GEARED,4d 12h 57m,6537,4d 12h 57m
Bohemia Divide 2020,2020,40,Vladimír Ondrejec,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 13h 4m,6544,4d 13h 4m
Race around the Netherlands 2020,2020,11,Jasmijn Muller,SOLO,,WOMEN,FINISHED,UK,,4d 13h 8m,6548,4d 13h 8m
Atlas Mountain Race 2020,2020,7,Joeri Wannijn,SOLO,,MEN,FINISHED,Belgium,TRADITIONAL_GEARED,4d 13h 20m,6560,4d 13h 20m
Badlands 2020,2020,31,Michael Lane,SOLO,,MEN,FINISHED,US,TRADITIONAL_GEARED,4d 13h 40m,6580,4d 13h 40m
Atlas Mountain Race 2020,2020,8,Jonathan Rankin,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,4d 14h 25m,6625,4d 14h 25m
Race Around Rwanda 2020,2020,11,Eleonora Balbi,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,4d 14h 38m,6638,4d 14h 38m
Race Around Rwanda 2020,2020,12,Fabian Burri,SOLO,,MEN,FINISHED,Switzerland,TRADITIONAL_GEARED,4d 14h 39m,6639,4d 14h 39m
Race around the Netherlands 2020,2020,12,Laurens Boex,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 15h 8m,6668,4d 15h 8m
Atlas Mountain Race 2020,2020,9,Carlos Mazón,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 15h 15m,6675,4d 15h 15m
Transpyrenees 2020,2020,19,Bruno Inça,SOLO,,MEN,FINISHED,Portugal,TRADITIONAL_GEARED,4d 15h 24m,6684,4d 15h 24m
Transpyrenees 2020,2020,20,Leo Andrione,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 15h 25m,6685,4d 15h 25m
Two Volcano Sprint 2020,2020,35,Tom Van Hout,SOLO,,MEN,FINISHED,Belgium,TRADITIONAL_GEARED,4d 15h 30m,6690,4d 15h 30m
Race around the Netherlands 2020,2020,13,Thorsten Heilen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 15h 49m,6709,4d 15h 49m
Badlands 2020,2020,32,Álex Grau,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 16h 20m,6740,4d 16h 20m
Race Around Rwanda 2020,2020,13,Omar Al Saadi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 16h 27m,6747,4d 16h 27m
Atlas Mountain Race 2020,2020,10,Christian Dietrich,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 16h 54m,6774,4d 16h 54m
Transpyrenees 2020,2020,21,Pavel Klinov,SOLO,,MEN,FINISHED,Russia,TRADITIONAL_GEARED,4d 17h 3m,6783,4d 17h 3m
Transpyrenees 2020,2020,22,Jordi Cortinas,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 17h 26m,6806,4d 17h 26m
Race around the Netherlands 2020,2020,14,Eddie Kouiss,SOLO,,MEN,FINISHED,NETHERLANDS,,4d 17h 30m,6810,4d 17h 30m
Race Around Rwanda 2020,2020,5,Paul Owens,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 17h 50m,6830,4d 17h 50m
Race Around Rwanda 2020,2020,5,Alan Owens,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 17h 50m,6830,4d 17h 50m
Three Peaks Bike Race 2020,2020,4,Théo Daniel,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,4d 18h 18m,6858,4d 18h 18m
Taunus Bikepacking 2020,2020,11,Ken Kölzer,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 18h 26m,6866,4d 18h 26m
Transpyrenees 2020,2020,23,Markus Kroell,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 18h 29m,6869,4d 18h 29m
Race around the Netherlands 2020,2020,15,Wouter van Engelen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 18h 30m,6870,4d 18h 30m
Bohemia Divide 2020,2020,41,Petr Seidl,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 18h 50m,6890,4d 18h 50m
Race around the Netherlands 2020,2020,16,Kristian Madsen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 19h 13m,6913,4d 19h 13m
Race around the Netherlands 2020,2020,17,Ralph Cullen,SOLO,,MEN,FINISHED,Ireland,,4d 19h 13m,6913,4d 19h 13m
Atlas Mountain Race 2020,2020,11,Thomas Taut,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,4d 19h 20m,6920,4d 19h 20m
Race around the Netherlands 2020,2020,18,Eelke Bakker,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 19h 35m,6935,4d 19h 35m
Atlas Mountain Race 2020,2020,12,Stefan Haehnel,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 20h 0m,6960,4d 20h 0m
Transpyrenees 2020,2020,24,Roberto Fernández,SOLO,,MEN,FINISHED,Spain,TRADITIONAL_GEARED,4d 20h 14m,6974,4d 20h 14m
Atlas Mountain Race 2020,2020,13,Aleš Zavoral,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,4d 20h 20m,6980,4d 20h 20m
Bohemia Divide 2020,2020,42,André Perez,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 20h 20m,6980,4d 20h 20m
