Event,Year,Overall Position,Rider,Race Style,Cap,Gender,Result,Nationality,Bike,Finish Time,Finish Time - Minutes,Notes
TransAtlantic Way 2017,2017,2,Luke Alan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 22h 19m,9979,
Iditarod Trail Invitational (350) 2017,2017,20,Joe Stiller,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 22h 35m,9995,
Italy Divide 2017,2017,28,Massimo Bourcet,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 22h 37m,9997,6d 22h 37m
Highland Trail 550 2017,2017,35,Berten De Canne,SOLO,,MEN,FINISHED,Belgium,,7d 1h 28m,10168,
Monaro Cloudride 2017,2017,—,Peter Salakas,ITT,,MEN,FINISHED,Australia,,7d 2h 50m,10250,7d 2h 50m
Monaro Cloudride 2017,2017,—,Anton Iassenev,ITT,,MEN,FINISHED,Australia,,7d 2h 50m,10250,7d 2h 50m
Highland Trail 550 2017,2017,36,Johnny Baker,SOLO,,MEN,FINISHED,UK,,7d 3h 55m,10315,
Iditarod Trail Invitational (350) 2017,2017,21,Thomas Coolidge,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 4h 18m,10338,
Highland Trail 550 2017,2017,37,Adrian Baskerville,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 4h 25m,10345,
Bikepacking Trans Germany 2017,2017,2,James Kirwan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 4h 52m,10372,
TransAtlantic Way 2017,2017,3,Dan Massie,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 7h 17m,10517,
Highland Trail 550 2017,2017,38,Anita Scott,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,7d 7h 35m,10535,
Monaro Cloudride 2017,2017,6,Jeroen Jedeloo,SOLO,,MEN,FINISHED,Australia,,7d 9h 57m,10677,7d 9h 57m
Iditarod Trail Invitational (350) 2017,2017,22,Peter Ripmaster,SOLO,,MEN,FINISHED,,FOOT,7d 11h 15m,10755,
Highland Trail 550 2017,2017,—,Peter Worsfold,ITT,,MEN,FINISHED,UK,,7d 11h 22m,10762,
TransAtlantic Way 2017,2017,4,Aleš Zavoral,SOLO,,MEN,FINISHED,Czech Republic,,7d 11h 32m,10772,
Colorado Trail Race 2017,2017,7,Craig Fowler,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 12h 55m,10855,
Colorado Trail Race 2017,2017,8,Brett Stepanik,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 12h 58m,10858,
Colorado Trail Race 2017,2017,9,Dave Staffel,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 13h 29m,10889,
TransAtlantic Way 2017,2017,5,Charles Batho,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 17h 1m,11101,
Iditarod Trail Invitational (350) 2017,2017,23,Kyle Durand,SOLO,,MEN,FINISHED,,FOOT,7d 17h 25m,11125,
Iditarod Trail Invitational (350) 2017,2017,24,Pavel Richtr,SOLO,,MEN,FINISHED,,FOOT,7d 17h 25m,11125,
TransAtlantic Way 2017,2017,6,Paul Alderson,SOLO,,MEN,FINISHED,UK,,7d 18h 50m,11210,
TransAtlantic Way 2017,2017,7,Stewart McConnell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 20h 11m,11291,
Highland Trail 550 2017,2017,—,Rich Seipp,ITT,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 20h 25m,11305,
Highland Trail 550 2017,2017,—,Tom Seipp,ITT,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 20h 25m,11305,
TransAtlantic Way 2017,2017,8,James Juneyt Dennis,SOLO,,MEN,FINISHED,UK,,8d 0h 6m,11526,
Iditarod Trail Invitational (350) 2017,2017,25,Kimberly Riggs,SOLO,,WOMEN,FINISHED,USA,,8d 0h 37m,11557,
Iditarod Trail Invitational (350) 2017,2017,26,Tab Ballantine,SOLO,,MEN,FINISHED,USA,,8d 0h 37m,11557,
TransAtlantic Way 2017,2017,9,Samuel Thompson,SOLO,,MEN,FINISHED,UK,,8d 1h 14m,11594,
TransAtlantic Way 2017,2017,10,Gerald Herradura,SOLO,,MEN,FINISHED,IRISH,,8d 1h 57m,11637,
TransAtlantic Way 2017,2017,11,Markku Leppala,SOLO,,MEN,FINISHED,Finland,,8d 4h 19m,11779,
Arizona Trail Race (750) 2017,2017,1,Justin Smith,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 5h 15m,11835,
TransAtlantic Way 2017,2017,12,Mike Sheldrake,SOLO,,MEN,FINISHED,UK,,8d 5h 27m,11847,
TransAtlantic Way 2017,2017,13,Tomáš Zaplatílek,SOLO,,MEN,FINISHED,Czech Republic,,8d 6h 57m,11937,
Colorado Trail Race 2017,2017,10,Nick Gould,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 9h 43m,12103,
Colorado Trail Race 2017,2017,11,Bill Shand,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 10h 1m,12121,
Bikepacking Trans Germany 2017,2017,3,Adalbert Nübling,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 10h 24m,12144,
Colorado Trail Race 2017,2017,12,Ryan King,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 10h 37m,12157,
Arizona Trail Race (300) 2017,2017,38,Derrick Perrin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 10h 55m,12175,
TransAtlantic Way 2017,2017,14,Benjamin Houdry,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 11h 15m,12195,
Arizona Trail Race (750) 2017,2017,2,Jeff Hemperley,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 11h 51m,12231,
TransAtlantic Way 2017,2017,15,Ben Holmes,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 11h 53m,12233,
Monaro Cloudride 2017,2017,7,Daniel Oakman,SOLO,,MEN,FINISHED,Australia,,8d 12h 7m,12247,8d 12h 7m
TransAtlantic Way 2017,2017,16,Yves Conen,SOLO,,MEN,FINISHED,Belgium,,8d 14h 23m,12383,
Colorado Trail Race 2017,2017,—,Pat Adrian,ITT,,MEN,FINISHED,USA,,8d 15h 54m,12474,
Colorado Trail Race 2017,2017,13,Will Scheel,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 15h 57m,12477,
Italy Divide 2017,2017,29,Stefano Baldi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 16h 0m,12480,8d 16h 0m
Colorado Trail Race 2017,2017,14,Meghan Newlin,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,8d 16h 27m,12507,
Iditarod Trail Invitational (350) 2017,2017,27,Daniel Powers,SOLO,,MEN,FINISHED,,SKI,8d 17h 22m,12562,
TransAtlantic Way 2017,2017,17,Dario Valesia,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,8d 18h 35m,12635,
Iditarod Trail Invitational (350) 2017,2017,28,Craig Bullen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 1h 56m,13076,
Transcontinental Race 2017,2017,1,James Hayden,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,9d 2h 14m,13094,9d 2h 14m
TransAtlantic Way 2017,2017,18,Gavin Scott,SOLO,,MEN,FINISHED,UK,,9d 3h 34m,13174,
TransAtlantic Way 2017,2017,19,Nicholas Cannon,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 5h 15m,13275,
TransAtlantic Way 2017,2017,20,Kevin Cronin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 5h 36m,13296,
TransAtlantic Way 2017,2017,21,Ivan Cornell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 5h 46m,13306,
TransAtlantic Way 2017,2017,22,Rudy Rollenberg,SOLO,,MEN,FINISHED,Belgium,,9d 6h 29m,13349,
TransAtlantic Way 2017,2017,23,Ana Orenz,SOLO,,WOMEN,FINISHED,Spain,,9d 6h 29m,13349,
TransAtlantic Way 2017,2017,24,Stephan Van Raay,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 6h 29m,13349,
TransAtlantic Way 2017,2017,25,Mark Charles,SOLO,,MEN,FINISHED,UK,,9d 7h 39m,13419,
French Divide 2017,2017,1,Sylvain Blairon,SOLO,,MEN,FINISHED,France,,9d 9h 7m,13507,
Highland Trail 550 2017,2017,39,Louise Nalton,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,9d 10h 35m,13595,
TransAtlantic Way 2017,2017,26,Andy Buchs,SOLO,,MEN,FINISHED,Switzerland,,9d 12h 19m,13699,
French Divide 2017,2017,2,Pierre-Arnaud Le Magnan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 12h 52m,13732,
TransAtlantic Way 2017,2017,27,Fabio Lucantoni,SOLO,,MEN,FINISHED,Italy,,9d 13h 0m,13740,
TransAtlantic Way 2017,2017,28,Daniele Migliori,SOLO,,MEN,FINISHED,Italy,,9d 13h 0m,13740,
TransAtlantic Way 2017,2017,29,Frank Zwanenberg,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 13h 0m,13740,
French Divide 2017,2017,3,Gélabert Benjamin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 13h 3m,13743,
TransAtlantic Way 2017,2017,30,Ben Rickaby,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 13h 32m,13772,
Colorado Trail Race 2017,2017,15,Rob Adams,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 14h 3m,13803,
TransAtlantic Way 2017,2017,31,Simon Paice,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 14h 4m,13804,
Colorado Trail Race 2017,2017,16,Drew Huemmler,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 16h 1m,13921,
Transcontinental Race 2017,2017,2,Björn Lenhard,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,9d 16h 57m,13977,9d 16h 57m
French Divide 2017,2017,4,Mario Angst,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 17h 14m,13994,
Colorado Trail Race 2017,2017,17,Ben Salthouse,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 18h 39m,14079,
Transcontinental Race 2017,2017,3,Jonas Goy,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,9d 21h 46m,14266,9d 21h 46m
TransAtlantic Way 2017,2017,32,Victoria Mayes,SOLO,,WOMEN,FINISHED,UK,,9d 22h 27m,14307,
TransAtlantic Way 2017,2017,33,Jesko von Werthern,SOLO,,MEN,FINISHED,Germany,,9d 23h 3m,14343,
Arizona Trail Race (750) 2017,2017,3,Mike DeBernardo,SOLO,,MEN,FINISHED,United Kingdom,,10d 2h 55m,14575,
Transcontinental Race 2017,2017,4,Geoffroy Dussault,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 2h 59m,14579,10d 2h 59m
TransAtlantic Way 2017,2017,34,Ross McBrearty,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 5h 50m,14750,
TransAtlantic Way 2017,2017,35,Doug Corrie,SOLO,,MEN,FINISHED,Ireland,,10d 6h 45m,14805,
TransAtlantic Way 2017,2017,36,Paul Alinejad,SOLO,,MEN,FINISHED,UK,,10d 7h 20m,14840,
Arizona Trail Race (750) 2017,2017,4,Brett Stepanik,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 7h 54m,14874,
French Divide 2017,2017,5,Cédric Amand,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 7h 56m,14876,
TransAtlantic Way 2017,2017,37,Liam Landers,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 7h 57m,14877,
TransAtlantic Way 2017,2017,38,Paulius Mikutis,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 8h 3m,14883,
TransAtlantic Way 2017,2017,39,Jakub Gisela,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 8h 34m,14914,
TransAtlantic Way 2017,2017,40,Charles Billau,SOLO,,MEN,FINISHED,France,,10d 8h 47m,14927,
French Divide 2017,2017,6,Steve Heading,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 12h 48m,15168,
TransAtlantic Way 2017,2017,41,Damian Campbell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 13h 24m,15204,
Bikepacking Trans Germany 2017,2017,4,Jaume Amat,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 14h 17m,15257,
French Divide 2017,2017,7,Jean Rogelet,SOLO,,MEN,FINISHED,FRANCE,,10d 14h 37m,15277,
Transcontinental Race 2017,2017,5,Matthew Falconer,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,10d 20h 31m,15631,10d 20h 31m
Transcontinental Race 2017,2017,6,Rory McCarron,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,10d 21h 0m,15660,10d 21h 0m
Transcontinental Race 2017,2017,7,Nelson Trees,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,10d 23h 24m,15804,10d 23h 24m
TransAtlantic Way 2017,2017,42,Isobel Jobling,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,11d 0h 52m,15892,
TransAtlantic Way 2017,2017,43,Neil Taylor,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 1h 7m,15907,
Transcontinental Race 2017,2017,8,Robert Carlier,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 3h 2m,16022,11d 3h 2m
French Divide 2017,2017,8,Jean Philippe Langlois,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 3h 19m,16039,
French Divide 2017,2017,9,Duncan Ledingham,SOLO,,MEN,FINISHED,United Kingdom,,11d 4h 9m,16089,
Monaro Cloudride 2017,2017,8,Joanne Marden,SOLO,,MEN,FINISHED,Australia,,11d 4h 14m,16094,11d 4h 14m
Arizona Trail Race (750) 2017,2017,5,Jeff Ziemski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 5h 34m,16174,
Transcontinental Race 2017,2017,9,Stephane Ouaja,SOLO,,MEN,FINISHED,France,TRADITIONAL_GEARED,11d 5h 48m,16188,11d 5h 48m
Arizona Trail Race (750) 2017,2017,6,Jenny Graham,SOLO,,WOMEN,FINISHED,UK,,11d 9h 20m,16400,
Arizona Trail Race (750) 2017,2017,7,Fiona Massey,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,11d 9h 20m,16400,
Arizona Trail Race (750) 2017,2017,8,Paul Horabin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 9h 20m,16400,
Transcontinental Race 2017,2017,10,Samuli Mäkinen,SOLO,,MEN,FINISHED,Finland,TRADITIONAL_GEARED,11d 13h 36m,16656,11d 13h 36m
French Divide 2017,2017,10,Philippe Trochon,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 14h 14m,16694,
French Divide 2017,2017,11,Laurent Tesch,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 14h 41m,16721,
French Divide 2017,2017,12,Refait Gabriel,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 15h 32m,16772,
Transcontinental Race 2017,2017,11,Ian To,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 19h 53m,17033,11d 19h 53m
Transcontinental Race 2017,2017,12,Mathias Dalgas,SOLO,,MEN,FINISHED,Denmark,TRADITIONAL_GEARED,11d 21h 31m,17131,11d 21h 31m
Transcontinental Race 2017,2017,13,Timothy Maundrell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 23h 40m,17260,11d 23h 40m
Transcontinental Race 2017,2017,14,Alexandre Le Roux,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 1h 40m,17380,12d 1h 40m
Transcontinental Race 2017,2017,15,Didier Matteoda,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 6h 40m,17680,12d 6h 40m
French Divide 2017,2017,13,Marc Bouquiaux,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 9h 10m,17830,
French Divide 2017,2017,14,Daniele Bifulco,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 9h 25m,17845,
Arizona Trail Race (750) 2017,2017,1,Rhino Knifer,ITT,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 9h 42m,17862,
French Divide 2017,2017,15,Sylvain Barrillon,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 11h 12m,17952,
Transcontinental Race 2017,2017,16,Krisjanis Jansons-Ratiniks,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 11h 44m,17984,12d 11h 44m
French Divide 2017,2017,16,Anna Mcleod,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,12d 12h 1m,18001,
Arizona Trail Race (750) 2017,2017,9,Jakob Carlsen,SOLO,,MEN,FINISHED,Denmark,,12d 12h 19m,18019,
Arizona Trail Race (750) 2017,2017,10,Ron Thomson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 12h 24m,18024,
French Divide 2017,2017,17,Graham Jones,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 12h 32m,18032,
Arizona Trail Race (750) 2017,2017,11,Zach Allen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 13h 37m,18097,
Arizona Trail Race (750) 2017,2017,12,Marco Capote,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 13h 40m,18100,
French Divide 2017,2017,18,Gauthier Montois,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 14h 26m,18146,
Transcontinental Race 2017,2017,17,Markku Leppala,SOLO,,MEN,FINISHED,Finland,TRADITIONAL_GEARED,12d 14h 30m,18150,12d 14h 30m
Transcontinental Race 2017,2017,18,Levente Bagoly,SOLO,,MEN,FINISHED,Hungary,TRADITIONAL_GEARED,12d 14h 50m,18170,12d 14h 50m
Transcontinental Race 2017,2017,19,Tim Naert,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 15h 1m,18181,12d 15h 1m
French Divide 2017,2017,19,Adrien Cartier,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 15h 49m,18229,
Colorado Trail Race 2017,2017,18,John Schilling,SOLO,,MEN,FINISHED,USA,,12d 16h 22m,18262,
French Divide 2017,2017,20,Laurent Pietrasik,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 16h 47m,18287,
French Divide 2017,2017,21,Jiri Kriz,SOLO,,MEN,FINISHED,Czech Republic,,12d 20h 33m,18513,
Transcontinental Race 2017,2017,20,Stuart Birnie (Hippy),SOLO,,MEN,FINISHED,Australia,TRADITIONAL_GEARED,12d 20h 37m,18517,12d 20h 37m
Transcontinental Race 2017,2017,21,Daniel Johansson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 21h 52m,18592,12d 21h 52m
Transcontinental Race 2017,2017,22,Massimiliano Fancoli,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 22h 23m,18623,12d 22h 23m
Transcontinental Race 2017,2017,23,Patrick Miette,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 22h 25m,18625,12d 22h 25m
Transcontinental Race 2017,2017,24,Michael Wacker,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 22h 28m,18628,12d 22h 28m
Transcontinental Race 2017,2017,25,Lee Pearce,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 22h 30m,18630,12d 22h 30m
Transcontinental Race 2017,2017,26,Christoph Fuhrbach,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,12d 22h 57m,18657,12d 22h 57m
Transcontinental Race 2017,2017,27,Ian Walker,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,12d 23h 4m,18664,12d 23h 4m
Trans Siberian Extreme 2017,2017,1,Alexey Shchebelin,SOLO,,MEN,FINISHED,,,13d 0h 17m,18737,
Transcontinental Race 2017,2017,28,Ben Snodin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 1h 37m,18817,13d 1h 37m
Transcontinental Race 2017,2017,29,Sonke Meyer,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 2h 28m,18868,13d 2h 28m
Transcontinental Race 2017,2017,30,Melissa Pritchard,SOLO,,WOMEN,FINISHED,Canada,TRADITIONAL_GEARED,13d 2h 29m,18869,13d 2h 29m
Trans Siberian Extreme 2017,2017,2,Pierre Bischoff,SOLO,,MEN,FINISHED,,,13d 3h 32m,18932,
Transcontinental Race 2017,2017,31,Timothy France,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,13d 4h 24m,18984,13d 4h 24m
French Divide 2017,2017,22,Raymond Gregory,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 5h 28m,19048,
French Divide 2017,2017,23,Luc Midot,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 5h 47m,19067,
Transcontinental Race 2017,2017,32,Stephen Haines,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,13d 7h 28m,19168,13d 7h 28m
French Divide 2017,2017,24,Sophie Brohard,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,13d 7h 36m,19176,
Transcontinental Race 2017,2017,33,Dan Massie,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 7h 47m,19187,13d 7h 47m
Arizona Trail Race (750) 2017,2017,13,Don Schwieters,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 8h 25m,19225,
French Divide 2017,2017,25,Philippe Moulin,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 8h 41m,19241,
Bikepacking Trans Germany 2017,2017,5,Thomas Gemmecker,SOLO,,MEN,FINISHED,Germany,,13d 8h 50m,19250,
French Divide 2017,2017,26,Steven Demyttenaere,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 10h 2m,19322,
Transcontinental Race 2017,2017,34,Tom Searby,SOLO,,MEN,FINISHED,United Kingdom,TRADITIONAL_GEARED,13d 12h 12m,19452,13d 12h 12m
Trans Siberian Extreme 2017,2017,3,Marcelo Soares,SOLO,,MEN,FINISHED,,,13d 14h 5m,19565,
French Divide 2017,2017,27,Marin Verdi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 14h 37m,19597,
French Divide 2017,2017,28,Damien Gazzera,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 15h 37m,19657,
Transcontinental Race 2017,2017,35,Rimas Grigenas,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 16h 25m,19705,13d 16h 25m
Transcontinental Race 2017,2017,36,Ingeborg Dybdal Oie,SOLO,,MEN,FINISHED,Norway,TRADITIONAL_GEARED,13d 19h 55m,19915,13d 19h 55m
Transcontinental Race 2017,2017,1,Eivind Tandrevold,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 21h 5m,19985,13d 21h 5m
Transcontinental Race 2017,2017,1,Anders Syvertsen,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 21h 5m,19985,13d 21h 5m
Transcontinental Race 2017,2017,37,Karen Tostee,SOLO,,WOMEN,FINISHED,UK,TRADITIONAL_GEARED,13d 21h 43m,20023,13d 21h 43m
Transcontinental Race 2017,2017,38,Michal Hampl,SOLO,,MEN,FINISHED,Czech Republic,TRADITIONAL_GEARED,13d 22h 14m,20054,13d 22h 14m
Transcontinental Race 2017,2017,39,George Bennett,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,13d 22h 30m,20070,13d 22h 30m
Transcontinental Race 2017,2017,40,Maxime Barat,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,13d 23h 28m,20128,13d 23h 28m
Transcontinental Race 2017,2017,41,William Dunk,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,14d 0h 17m,20177,14d 0h 17m
Transcontinental Race 2017,2017,42,Janne Villikka,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 0h 47m,20207,14d 0h 47m
Transcontinental Race 2017,2017,43,Mostyn Brown,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,14d 2h 29m,20309,14d 2h 29m
Transcontinental Race 2017,2017,44,Ben Davies,SOLO,,MEN,FINISHED,UK,TRADITIONAL_GEARED,14d 3h 17m,20357,14d 3h 17m
Transcontinental Race 2017,2017,2,Victor Decouard,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 3h 32m,20372,14d 3h 32m
Transcontinental Race 2017,2017,2,Sina Witte,PAIR,,WOMEN,FINISHED,,TRADITIONAL_GEARED,14d 3h 32m,20372,14d 3h 32m
Transcontinental Race 2017,2017,45,Simon Sramek,SOLO,,MEN,FINISHED,Austria,TRADITIONAL_GEARED,14d 3h 41m,20381,14d 3h 41m
Bikepacking Trans Germany 2017,2017,6,Thoralf Strauß,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 4h 44m,20444,
French Divide 2017,2017,29,André Perez,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 4h 50m,20450,
French Divide 2017,2017,30,Patricia Berthelier,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,14d 4h 58m,20458,
Transcontinental Race 2017,2017,46,Dragan Mladenovic,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 5h 9m,20469,14d 5h 9m
Transcontinental Race 2017,2017,47,Fabian Rabe,SOLO,,MEN,FINISHED,Germany,TRADITIONAL_GEARED,14d 5h 10m,20470,14d 5h 10m
Transcontinental Race 2017,2017,3,Tomas Labanc,PAIR,,MEN,FINISHED,Slovakia,TRADITIONAL_GEARED,14d 5h 13m,20473,14d 5h 13m
Transcontinental Race 2017,2017,3,Miguel Vilacha,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 5h 13m,20473,14d 5h 13m
French Divide 2017,2017,31,Patrick Benevent,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 5h 48m,20508,
Transcontinental Race 2017,2017,48,Simon Bottomley,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 6h 0m,20520,14d 6h 0m
French Divide 2017,2017,32,Nicolas Penicaud,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 6h 6m,20526,
French Divide 2017,2017,33,Adrien Crapoulet,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 6h 58m,20578,
Transcontinental Race 2017,2017,4,Ian Tosh,PAIR,,MEN,FINISHED,UK,TRADITIONAL_GEARED,14d 7h 8m,20588,14d 7h 8m
Transcontinental Race 2017,2017,4,Neil Lauder,PAIR,,MEN,FINISHED,UK,TRADITIONAL_GEARED,14d 7h 8m,20588,14d 7h 8m
French Divide 2017,2017,34,Lohier Stéphan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 7h 15m,20595,
French Divide 2017,2017,35,Bjorn Devogelaere,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 9h 17m,20717,
French Divide 2017,2017,36,Denis Chazelle,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 9h 20m,20720,
French Divide 2017,2017,37,Adrien De Vriendt,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 9h 29m,20729,
Transcontinental Race 2017,2017,49,Oliver Bieri,SOLO,,MEN,FINISHED,Switzerland,TRADITIONAL_GEARED,14d 10h 17m,20777,14d 10h 17m
